iso3c,region_id,country_name,income_id,city_name,composition_food_organic_waste_percent,composition_glass_percent,composition_metal_percent,composition_other_percent,composition_paper_cardboard_percent,composition_plastic_percent,institutional_framework_department_dedicated_to_solid_waste_management_na,legal_framework_long_term_integrated_solid_waste_master_plan_na,legal_framework_solid_waste_management_rules_and_regulations_na,population_population_number_of_people,primary_collection_mode_form_of_primary_collection_na,separation_existence_of_source_separation_na,total_msw_total_msw_generated_tons_year,measurement,units,year,source
CRI,LCN,Costa Rica,UMC,San José,55,2,2,20,11.0,10,,Yes,,309673.0,Door-to-door collection,Yes,132405,population_population_number_of_people,# of people,2000.0,"Municipality of San José. 2011. ""Diagnosis on the management of solid waste in the Canton of San José."" [Municipalidad de San José. 2011. ""Diagnóstico sobre la gestión de los residuos sólidos en el Cantón de San José.""] February."
CRI,LCN,Costa Rica,UMC,Alajuela,51.1,0.9,1.1,26.8,7.5,12.6,Yes,Yes,Yes,254886.0,Door-to-door collection,No,80901.440000000002,population_population_number_of_people,# of people,2012.0,"Municipality of Alajuela. n.d. ""Municipal Plan for the Integral Management of Solid Waste of the Alajuela Canton. Period of execution: 2013-2017."" [Municipalidad de Alajuela. n.d. ""Plan Municipal para la Gestión Integral de Residuos Sólidos del Cantón Alajuela. Periodo de ejecución: 2013-2017.""]"
CUB,LCN,Cuba,UMC,Havana,60,11,2,1,9.0,8,,,Yes,2135747.0,Multiple,,545683.36,population_population_number_of_people,# of people,2015.0,"JICA (Japan International Cooperation Agency). 2007. ""The Study on Integrated Management Plan of Municipal Solid Waste in Havana City."" Volume IV: Data Book. Ministry of Science, Technology and Environment in Havana City, Republic of Cuba. Nippon Koei Co., Ltd. Pacific Consultants International. March."
CYP,ECS,Cyprus,HIC,Paralimini,20,5,1,20,11.0,17,,,,11836.0,,,,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018a. ""Cyprus Population."" http://worldpopulationreview.com/countries/cyprus-population/."
CYP,ECS,Cyprus,HIC,Nicosia,,,,,,,Yes,,,55014.0,,,36198,population_population_number_of_people,# of people,2016.0,"Nicosia Municipality. 2016. ""Nicosia Municipality Waste Management Practicies and Policies.""Nicosia, October 23."
CZE,ECS,Czech Republic,HIC,Karlovy Vary,,,,,,,,,,299293.0,,,131539.26999999999,population_population_number_of_people,# of people,2014.0,"Prague Ministry of the Environment. 2014. ""Environmental Report in the Karlovy Vary Region."" [Ministerstvo životního prostředí, Praha. 2014. ""Zpráva o životním prostředí v Karlovarském kraji.""] CENIA (Czech Environmental Information Agency [česká informační agentura životního prostředí]). ISBN 978-80-85087-89-5."
CZE,ECS,Czech Republic,HIC,Prague,,,,,,,,,,1243201.0,Other,,400900,population_population_number_of_people,# of people,2013.0,"European Commission. 2014l. ""Capital factsheet - Prague."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A."
DEU,ECS,Germany,HIC,Hamburg,21.49,4.27,6.53,32.79,25.75,1.6,Yes,Yes,Yes,1831000.0,Curbside collection,Yes,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
DEU,ECS,Germany,HIC,Berlin,,,,,,,,,,,,,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
DJI,MEA,Djibouti,LMC,Djiibouti City,,,,,,,,,,404000.0,,,87600,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
DNK,ECS,Denmark,HIC,Copenhagen,,,,,,,,,,570171.0,Other,Yes,233805,population_population_number_of_people,# of people,2014.0,"European Commission. 2014f. ""Capital factsheet - Copenhagen."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
DOM,LCN,Dominican Republic,UMC,Santo Domingo,58,5,2,11,8.0,9,Yes,,,3976012.0,Multiple,,1818889,population_population_number_of_people,# of people,2013.0,"Nippon Koei. n.d. ""Master Plan for the Integral Management of Solid Waste in the Commonwealth of Municipalities of Greater Santo Domingo"" [""Plan Maestro para el Manejo Integral de los Residuos Solidos en la Mancomunidad de Ayuntamientos del Gran Santo Domingo""]."
DZA,MEA,Algeria,UMC,Algiers,54.4,1.16,2.84,0.84,9.75,16.88,Yes,,Yes,2594000.0,,,1237874,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
DZA,MEA,Algeria,UMC,Mostaganem,64.6,2.8,1.9,4.3,15.9,10.5,,,,720000.0,,,160000,population_population_number_of_people,# of people,2006.0,"Karak, Tanmoy, R. M. Bhagat, and Pradip Bhattacharyya. 2012. ""Municipal Solid Waste Generation, Composition, and Management: The World Scenario."" Critical Reviews in Environmental Science and Technology, 42:1509-1630. Taylor and Francis Group, LLC. ISSN: 1064-3389 print / 1547-6537 online."
ECU,LCN,Ecuador,UMC,Quito,56.95,1.62,0.9,20.92,4.25,14.21,,,,2344231.0,,,727297.66,population_population_number_of_people,# of people,2012.0,"INECO and Tragsatec Consortium. 2016. ""Master Plan for Comprehensive Waste Management of the Metropolitan District of Quito. Analysis of the Current Situation."" [Consorcio INECO y Tragsatec. 2016. ""Plan Maestro de Gestion Integral de Residuos del Distrito Metropolitano de Quito. Analisis de la Situacion Actual.""]"
EGY,MEA,"Egypt, Arab Rep.",LMC,Cairo,56,3,7.2,10.5,19.5,3.8,Yes,,,9000000.0,Door-to-door collection,Yes,5475000,population_population_number_of_people,# of people,2014.0,"World Bank. 2014a. ""Cairo Municipal Solid Waste Management Project."" (PID) Project Information Document Concept Stage."
ESP,ECS,Spain,HIC,Pamplona,37.2,8.9,2.3,24.6,16.4,8.2,No,Yes,Yes,195650.0,Centralized drop-off point,Yes,141296,population_population_number_of_people,# of people,2016.0,"City Population. 2017g. ""Navarra."" Accessed June 27, 2017. https://citypopulation.de/Spain-Navarra.html."
ESP,ECS,Spain,HIC,Madrid,,21.73,5.8,43.76,11.78,10.4,Yes,Yes,Yes,3165235.0,Other,Yes,2652471,population_population_number_of_people,# of people,2014.0,"European Commission. 2014k. ""Capital factsheet - Madrid."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
EST,ECS,Estonia,HIC,Tallinn,22,13,5,15,29.0,14,Yes,,,391000.0,,,202011,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
EST,ECS,Estonia,HIC,Tartummaa,0.93,0.02,3.84,74.86,15.06,0.07,,,,150000.0,,,,population_population_number_of_people,# of people,,"Pop, Flaviu. 2017. Technical Expert, Green Partners Ltd. Personal communication."
ETH,SSF,Ethiopia,LIC,Adola Woyu,39,3.65,5.1,28.1,7.6,6.3,,,,32692.0,,,3222,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015a. ""Solid Waste Generation Rate and Characterization Study for Adola Woyu Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Bule Hora,77.15,,,13.8,3.65,5.4,,,,35192.0,,,7322,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015c. ""Solid Waste Generation Rate and Characterization Study for Bule Hora Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Addis Ababa,44.45,1.15,1.05,29.55,11.5,12.65,,,Yes,2979100.0,,,413180,population_population_number_of_people,# of people,2010.0,"Colby College Environmental Policy Group. 2012. ""Environmental Policy Update 2012: Development Strategies and Environmental Policy in East Africa."" Waterville, Maine: Colby College Environmental Studies Program."
ETH,SSF,Ethiopia,LIC,Maichew,52.75,0.55,2.55,33.05,4.55,5.5,,,,33560.0,,,4907,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015g. ""Solid Waste Generation Rate and Characterization Study for Maichew Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Tepi,52,3,3.5,26.5,1.0,1,,,,36128.0,,,4697.8999999999996,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015h. ""Solid Waste Generation Rate and Characterization Study for Tepi Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Gerbe Guracha,75.5,,,11.14,2.38,4,,,,41438.0,,,5277.62,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015f. ""Solid Waste Generation Rate and Characterization Study for Gerbe Guracha Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Weldiya,52.5,2.5,3,27,6.5,7.5,,,,86311.0,,,4787,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015i. ""Solid Waste Generation Rate and Characterization Study for Weldiya Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Debre Tabor,67,1,1,26,1.0,1,,,,78706.0,,,6570,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015d. ""Solid Waste Generation Rate and Characterization Study for Debre Tabor Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
ETH,SSF,Ethiopia,LIC,Bati,52.01,1.49,0.39,32.19,6.92,6.95,,,,20536.0,,,1469,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015b. ""Solid Waste Generation Rate and Characterization Study for Bati Town."" Getaneh Gebre Consultancy Service. November."
ETH,SSF,Ethiopia,LIC,Dire Dawa,68,0.7,1.5,15.3,5.0,10,Yes,,,270000.0,Door-to-door collection,,49275,population_population_number_of_people,# of people,2015.0,"RWA (Resources and Waste Advisory Group). 2015. ""Ethiopian Urban Solid Waste Management Sector- Dire Dawa City Assessment."" GIZ (Deutsche Gesellschaft für Internationale Zusammenarbeit GmbH). April."
ETH,SSF,Ethiopia,LIC,Halaba Kulito,88.8,,,5.9,1.7,3.7,,,,271654.0,,,,population_population_number_of_people,# of people,,
ETH,SSF,Ethiopia,LIC,Dembi Dolo,57,0.49,0.49,37.47,2.7,2.3,,,,41031.0,,,3295,population_population_number_of_people,# of people,2015.0,"WaterAid. 2015e. ""Solid Waste Generation Rate and Characterization Study for Dembi Dolo Town."" Getaneh Gebre Consultancy Service. Addis Ababa, November."
FIN,ECS,Finland,HIC,Oulu,,,,,,,Yes,,,196321.0,,Yes,,population_population_number_of_people,# of people,2015.0,"City Population. 2017h. ""Oulu."" Accessed June 20, 2017. https://citypopulation.de/php/finland-pohjoispohjanmaa.php?cityid=0939."
FIN,ECS,Finland,HIC,Riihimaki,48.4,1.6,2.3,17.1,14.2,15.8,,,,30000.0,,,,population_population_number_of_people,# of people,2015.0,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33."
FIN,ECS,Finland,HIC,Turku,42.8,1.5,1.6,19.9,15.4,17.6,,,,180000.0,,,,population_population_number_of_people,# of people,2015.0,"Liikanena, M., O. Sahimaa, M. Hupponen, J. Havukainen, J. Sorvari, and M. Horttanainen. 2016. ""Updating and testing of a Finnish method for mixed municipal solid waste composition studies."" Waste Management 52 (2016) 25–33."
FJI,EAS,Fiji,UMC,Suva,49.5,2.5,3.6,6.2,16.0,8,Yes,,Yes,86000.0,Curbside collection,No,24272.5,population_population_number_of_people,# of people,2012.0,"ADB (Asian Development Bank). 2014a. ""Solid Waste Management in the Pacific: Fiji Country Snapshot."" ADB Publications Stock No. ARM146606-2. June. Accessed May 11, 2017. https://www.adb.org/sites/default/files/publication/42672/solid-waste-management-fiji.pdf."
FRA,ECS,France,HIC,Angers-Loire Metropole,,,,,,,Yes,Yes,Yes,277506.0,Other,Yes,136405,population_population_number_of_people,# of people,2015.0,"Angers Loire Métropole, Environment Management, Waste and Cleaning. 2015. ""Annual Report 2015 on the price and quality of the public service for the prevention and management of household and similar waste (SPPGD)."" [Angers Loire Métropole, DIRECTION ENVIRONNEMENT DÉCHETS ET PROPRETÉ. 2015. ""Rapport Annuel 2015 sur le prix et la qualité du service public de prévention et de gestion des déchets ménagers et assimilés (SPPGD).""]"
FRA,ECS,France,HIC,Paris,22.2,6.8,3.8,25.1,21.3,16.7,,Yes,Yes,2254262.0,Door-to-door collection,Yes,1092508,population_population_number_of_people,# of people,2015.0,"Paris City Hall. 2015. ""Annual Report on the Price and Quality of the Public Waste Management Service in Paris."" [Mairie de Paris. 2015. ""Rapport annuel sur le prix et la qualité du service public de gestion des déchets à Paris"".]"
FSM,EAS,"Micronesia, Fed. Sts.",LMC,Pohnpei,15.6,5.7,25.7,8.8,16.6,25,Yes,,Yes,34574.0,Door-to-door collection,Yes,4562.5,population_population_number_of_people,# of people,2012.0,"ADB (Asian Development Bank). 2012a. ""Country Case Study: Federated States of Micronesia."" Solid Waste Management in the Pacific: Asian Development Bank 2012."
GAB,SSF,Gabon,UMC,Libreville,,,,,,,,,,707000.0,,,417428,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
GBR,ECS,United Kingdom,HIC,London,34,12,4,8,36.0,6,Yes,Yes,Yes,8173941.0,Door-to-door collection,Yes,3560990,population_population_number_of_people,# of people,2012.0,"European Commission. 2014j. ""Capital factsheet - London."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
GBR,ECS,United Kingdom,HIC,Bristol,48,1,1,23,7.0,11,No,Yes,Yes,449300.0,Curbside collection,Yes,166000,population_population_number_of_people,# of people,2016.0,"Bristol City Council. 2017. ""The Population of Bristol."" https://www.bristol.gov.uk/statistics-census-information/the-population-of-bristol."
GEO,ECS,Georgia,LMC,Tbilisi,69.5,2.4,1.1,4.8,9.5,13,,,,1147000.0,,,,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
GHA,SSF,Ghana,LMC,Accra,65.8,2.8,3.1,11.3,5.3,10.4,Yes,Yes,Yes,1960000.0,Door-to-door collection,,730000,population_population_number_of_people,# of people,2015.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
GHA,SSF,Ghana,LMC,Kumasi,48.4,2.9,4.5,18.6,6.5,17.6,,,,1470000.0,,,397047,population_population_number_of_people,# of people,2015.0,"Miezah, Kodwo, Kwasi Obiri-Danso, Zsófia Kádár, Bernard Fei-Baffoe, and Moses Y. Mensah. 2015. ""Municipal solid waste characterization and quantification as a measure towards effective waste management in Ghana."" Waste Management 46 (2015) 15–27."
GIN,SSF,Guinea,LIC,Conakry,85,0.8,0.9,1.7,4.3,5.3,,,,1045000.0,,,219000,population_population_number_of_people,# of people,1995.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
GMB,SSF,"Gambia, The",LIC,Banjul,32.44,1.48,1.4,53.14,9.19,,Yes,,Yes,331000.0,,,79935,population_population_number_of_people,# of people,2000.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
GRC,ECS,Greece,HIC,Athens,,9.15,1.28,88.87,1.11,0.01,No,No,Yes,664046.0,,,310439.34000000003,population_population_number_of_people,# of people,2015.0,"European Commission. 2014b. ""Capital factsheet - Athens."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
GRC,ECS,Greece,HIC,Thessaloniki,44.3,4.3,3.9,6.8,22.2,13.9,,,,354290.0,,Yes,130629,population_population_number_of_people,# of people,2017.0,"World Population Review. 2018d. ""Population of Cities in Greece."" Accessed May 15, 2017. http://worldpopulationreview.com/countries/greece-population/cities/."
GTM,LCN,Guatemala,UMC,Guatemala City,34.2,2.8,,22.5,18.6,17,,,Yes,2918000.0,,,482700,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
GTM,LCN,Guatemala,UMC,Antigua Guatemala,49.3,2.2,2.8,19.4,10.0,12,,,,41500.0,,No,8483,population_population_number_of_people,# of people,2011.0,"Garrido, Rigoberto Otoniel Morales. 2011. ""Diagnosis of primary management and transport of solid waste in the neighborhood of La Merced, Antigua Guatemala, Sacatepéquez"" [Diagnóstico del manejo primario y transporte de desechos sólidos en el barrio de la Merced, Antigua Guatemala, Sacatepéquez""]. University of San Carlos of Guatemala. June."
GTM,LCN,Guatemala,UMC,Jutiapa,42.9,3.4,,21.7,12.5,11.8,No,,,453369.0,,,59100,population_population_number_of_people,# of people,2013.0,"Guatemala, INE (National Institute of Statistics Guatemala). 2014. ""Departmental characterization Jutiapa 2013."" [Gobierno de Guatemala, INE (Instituto Nacional de Estadística). 2014. ""Caracterización Departamental Jutiapa 2013.""] Guatemala, December."
HND,LCN,Honduras,LMC,Tegucigalpa,40,4,4,13,15.0,8,Yes,,,1200000.0,Door-to-door-collection,No,320470,population_population_number_of_people,# of people,2014.0,"IDB (Inter-American Development Bank). n.d. ""Tegucigalpa and Comayagüela, sustainable capital, safe and open to the public."" [BID (Banco Interamericano de Desarrollo). n.d. Tegucigalpa y Comayagüela, Capital sostenible, segura y abierta al público.""] nDF (Nordic Development Fund)."
HND,LCN,Honduras,LMC,San Pedro Sula,68.78,1.44,1.29,6.18,10.33,11.26,,,,852000.0,Curbside collection,No,289685.90000000002,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
HRV,ECS,Croatia,HIC,Zagreb,21.4,5.6,3.8,21.7,16.7,21.9,Yes,,No,687000.0,,,255803.62,population_population_number_of_people,# of people,2015.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
HRV,ECS,Croatia,HIC,Cakovec,,,,,,,Yes,,No,15000.0,,,8265.14,population_population_number_of_people,# of people,2016.0,European Commission. 2016. Municipal Waste Compliance Promotion Exercise 2014–5: Executive Summary. Luxembourg: Publications Office of the European Union. doi:10.2779/609002.
HTI,LCN,Haiti,LIC,Port Au Prince,53,2.1,1.5,14.2,12.0,15.4,,,No,2618894.0,Centralized drop-off point,No,669127.42000000004,population_population_number_of_people,# of people,2015.0,"IHSI (Haitian Institute of Statistics and Informatics). 2015. ""Total Population of 18 Years and More Estimated Households and Densities in 2015."" [IHSI (Institut Haïtien de Statistique et d’Informatique). 2015. ""Population Totale de 18 Ans et Plus Menages et Densites Estimes En 2015.""] March."
HUN,ECS,Hungary,HIC,Debrecen,36.95,3.47,3.62,13.54,15.79,15.42,Yes,No,Yes,201981.0,Curbside collection,Yes,,population_population_number_of_people,# of people,2017.0,"City Population. 2017d. ""Hungary: Major cities and towns."" Accessed April 3, 2017. https://citypopulation.de/Hungary-Cities.html?cityid=6745."
HUN,ECS,Hungary,HIC,Budapest,23.2,6,7,32.4,10.4,21.2,Yes,Yes,Yes,1744665.0,Other,Yes,1000000,population_population_number_of_people,# of people,2014.0,"European Commission. 2014e. ""Capital factsheet - Budapest."" Assessment of separate collection schemes in the 28 capitals of the EU. Copenhagen Resource Instiute. BiPRO. 070201/ENV/2014/691401/SFRA/A2."
IDN,EAS,Indonesia,LMC,Jakarta,55.37,1.91,1.06,7.59,20.57,13.25,Yes,Yes,Yes,9607787.0,Door-to-door collection,Yes,2240735,population_population_number_of_people,# of people,2010.0,"UN DESA (United Nations, Department of Economic and Social Affairs). 2014b. ""Population of Urban Agglomerations with 300,000 Inhabitants or More in 2014, by Country, 1950–2030 (Thousands)"" (UN Doc. No. POP/DB/WUP/Rev.2014/1/F12). In ""World Urbanization Prospects: The 2014 Revision."" Population Division, Department of Economic and Social Affairs, United Nations. June."
IMN,ECS,Isle of Man,HIC,Douglas,,,,,,,Yes,Yes,Yes,29000.0,Curbside collection,,,population_population_number_of_people,# of people,2014.0,"UN DESA (United Nations Department of Economic and Social Affairs). 2014a. ""Population of Capital Cities in 2014 (thousands)."" World Urbanization Prospects: The 2014 Revision, CD-ROM Edition. Population Division, Department of Economic and Social Affairs, United Nations. June."
IND,SAS,India,LMC,Kota,51,3,1,20,10.0,15,Yes,No,Yes,1001694.0,Centralized drop-off point,,216504,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Kozhikode,,,,,,,Yes,,Yes,431560.0,Door-to-door collection,Yes,109500,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Jaipur,,,,,,,Yes,,Yes,3046163.0,Centralized drop-off point,No,542390,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Tirunelveli,,,,,,,Yes,No,Yes,479606.0,,,70007,population_population_number_of_people,# of people,2016.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Amritsar,53,1,,35,5.0,1,Yes,,Yes,1132383.0,Door-to-door collection,,227395,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Allahabad,,,,,,,Yes,Yes,Yes,1168385.0,Door-to-door collection,Yes,236640,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Greater Hyderabad  ,48.22,1.66,0.52,29,7.26,8.61,Yes,Yes,Yes,6731790.0,Door-to-door collection,Yes,1642500,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Kochi,,,,,,21.6,Yes,,Yes,602046.0,Door-to-door collection,Yes,72000,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Leh,,,,,,,Yes,,,17353.0,Door-to-door collection,Yes,12045,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Pune,33,5,3,47,6.0,5,Yes,,Yes,3124458.0,Door-to-door collection,Yes,620500,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Patna,,,,,,,Yes,No,Yes,1684222.0,Door-to-door collection,,338106.8,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Jodhpur,13.22,0.54,2.49,20.54,9.0,15.34,Yes,Yes,Yes,1033756.0,,No,124538,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Nagpur,77,,,2,9.0,12,Yes,Yes,Yes,2405665.0,Door-to-door collection,Yes,383250,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Shimla,,,,,,,Yes,,Yes,169578.0,Door-to-door collection,,34039.9,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Rudrapur,,,,,,,Yes,,Yes,154554.0,Door-to-door collection,,23725,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Bengaluru,53,3,1,12,13.0,12,Yes,Yes,Yes,8443675.0,Door-to-door collection,Yes,1277500,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Pimpri-Chinchwad,47.89,3.61,0.01,12,3.9,13.67,Yes,Yes,Yes,1727692.0,Door-to-door collection,,271925,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Kanpur,51.97,0.24,0.41,40,3.38,2.25,Yes,Yes,Yes,2767031.0,Door-to-door collection,Yes,547500,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
IND,SAS,India,LMC,Rajkot,31.64,0.11,0.8,63.38,0.84,2.11,Yes,No,Yes,1432734.0,Door-to-door collection,No,193450,population_population_number_of_people,# of people,2016.0,"Thakur, Ritu. 2017b. Manager (Sustainability), ICLEI South Asia. Personal communication with Rajkot Municipal Corporation."
IND,SAS,India,LMC,Tenali,48,3,,15,11.0,,Yes,Yes,Yes,164937.0,Door-to-door collection,Yes,34675,population_population_number_of_people,# of people,2011.0,"Census of India. 2014. ""Databook for PC 2011."" December 22."
